ADMINMED:1048621881,NLM:RXNORM:2284718
HOMEMED:3655637,NLM:RXNORM:18993
HOMEMED:3655638,NLM:RXNORM:18993
HOMEMED:3655639,NLM:RXNORM:18993
HOMEMED:3655641,NLM:RXNORM:1418
HOMEMED:3655644,NLM:RXNORM:1418
HOMEMED:3655645,NLM:RXNORM:1418
HOMEMED:3655646,NLM:RXNORM:1418
HOMEMED:3655648,NLM:RXNORM:1418
HOMEMED:3655650,NLM:RXNORM:1418
HOMEMED:3655656,NLM:RXNORM:1418
HOMEMED:3655664,NLM:RXNORM:1418
HOMEMED:3655670,NLM:RXNORM:1418
HOMEMED:3655675,NLM:RXNORM:1418
HOMEMED:3655676,NLM:RXNORM:1418
HOMEMED:3655677,NLM:RXNORM:1418
HOMEMED:3655678,NLM:RXNORM:1418
HOMEMED:3655679,NLM:RXNORM:1418
HOMEMED:3655680,NLM:RXNORM:1418
HOMEMED:3655681,NLM:RXNORM:1418
HOMEMED:3655682,NLM:RXNORM:1418
HOMEMED:3655683,NLM:RXNORM:1418
HOMEMED:3655684,NLM:RXNORM:1418
HOMEMED:3655685,NLM:RXNORM:1418
HOMEMED:3655686,NLM:RXNORM:1418
HOMEMED:3655687,NLM:RXNORM:1418
HOMEMED:3655688,NLM:RXNORM:1418
HOMEMED:3655689,NLM:RXNORM:1418
HOMEMED:3655690,NLM:RXNORM:1418
HOMEMED:3655691,NLM:RXNORM:1418
HOMEMED:3655692,NLM:RXNORM:1418
HOMEMED:3655693,NLM:RXNORM:1418
HOMEMED:3655694,NLM:RXNORM:1418
HOMEMED:3655695,NLM:RXNORM:1418
HOMEMED:3655696,NLM:RXNORM:1418
HOMEMED:3655697,NLM:RXNORM:1418
HOMEMED:3655698,NLM:RXNORM:1418
HOMEMED:3655699,NLM:RXNORM:1418
HOMEMED:3655700,NLM:RXNORM:1418
HOMEMED:3655701,NLM:RXNORM:1418
HOMEMED:3655704,NLM:RXNORM:1418
HOMEMED:3655705,NLM:RXNORM:1418
HOMEMED:3655706,NLM:RXNORM:1418
HOMEMED:3655707,NLM:RXNORM:1418
HOMEMED:3655708,NLM:RXNORM:1418
HOMEMED:3655709,NLM:RXNORM:1418
HOMEMED:3655710,NLM:RXNORM:1418
HOMEMED:3655711,NLM:RXNORM:1418
HOMEMED:3655714,NLM:RXNORM:1418
HOMEMED:3655717,NLM:RXNORM:1418
HOMEMED:3655718,NLM:RXNORM:1418
HOMEMED:3655719,NLM:RXNORM:1418
HOMEMED:3655721,NLM:RXNORM:1418
HOMEMED:3655722,NLM:RXNORM:1418
HOMEMED:3655723,NLM:RXNORM:1418
HOMEMED:3655726,NLM:RXNORM:1418
HOMEMED:3655728,NLM:RXNORM:1418
HOMEMED:3655745,NLM:RXNORM:1418
HOMEMED:3655747,NLM:RXNORM:1418
HOMEMED:3655760,NLM:RXNORM:1418
HOMEMED:3655763,NLM:RXNORM:1418
HOMEMED:3655769,NLM:RXNORM:1418
HOMEMED:3655769,NLM:RXNORM:2582
HOMEMED:3655770,NLM:RXNORM:1418
HOMEMED:3655770,NLM:RXNORM:2582
HOMEMED:3655771,NLM:RXNORM:1418
HOMEMED:3655771,NLM:RXNORM:2582
HOMEMED:3655772,NLM:RXNORM:1418
HOMEMED:3655772,NLM:RXNORM:2582
HOMEMED:3655773,NLM:RXNORM:1418
HOMEMED:3655773,NLM:RXNORM:2582
HOMEMED:3655774,NLM:RXNORM:1418
HOMEMED:3655774,NLM:RXNORM:2582
HOMEMED:3655776,NLM:RXNORM:1418
HOMEMED:3655776,NLM:RXNORM:4053
HOMEMED:3655777,NLM:RXNORM:1418
HOMEMED:3655777,NLM:RXNORM:4053
HOMEMED:3655779,NLM:RXNORM:1418
HOMEMED:3655779,NLM:RXNORM:4053
HOMEMED:3655780,NLM:RXNORM:1418
HOMEMED:3655780,NLM:RXNORM:4053
HOMEMED:3655781,NLM:RXNORM:1418
HOMEMED:3655781,NLM:RXNORM:4053
HOMEMED:3655798,NLM:RXNORM:1418
HOMEMED:3655801,NLM:RXNORM:1418
HOMEMED:3655816,NLM:RXNORM:1424
HOMEMED:3655817,NLM:RXNORM:1424
HOMEMED:3655818,NLM:RXNORM:1424
HOMEMED:3655819,NLM:RXNORM:1424
HOMEMED:3655820,NLM:RXNORM:1424
HOMEMED:3655821,NLM:RXNORM:1424
HOMEMED:3655822,NLM:RXNORM:1424
HOMEMED:3655823,NLM:RXNORM:1424
HOMEMED:3655824,NLM:RXNORM:1424
HOMEMED:3655825,NLM:RXNORM:1424
HOMEMED:3655827,NLM:RXNORM:19044
HOMEMED:3655844,NLM:RXNORM:46967
HOMEMED:3655845,NLM:RXNORM:46967
HOMEMED:3655846,NLM:RXNORM:46967
HOMEMED:3655847,NLM:RXNORM:46967
HOMEMED:3655849,NLM:RXNORM:19143
HOMEMED:3655852,NLM:RXNORM:19143
HOMEMED:3655856,NLM:RXNORM:19143
HOMEMED:3655861,NLM:RXNORM:1512
HOMEMED:3655862,NLM:RXNORM:1512
HOMEMED:3655863,NLM:RXNORM:1512
HOMEMED:3655864,NLM:RXNORM:1512
HOMEMED:3655866,NLM:RXNORM:1514
HOMEMED:3655869,NLM:RXNORM:1514
HOMEMED:3655878,NLM:RXNORM:1514
HOMEMED:3655884,NLM:RXNORM:1514
HOMEMED:3655885,NLM:RXNORM:1514
HOMEMED:3655886,NLM:RXNORM:1514
HOMEMED:3655891,NLM:RXNORM:1514
HOMEMED:3655892,NLM:RXNORM:1514
HOMEMED:3655893,NLM:RXNORM:1514
HOMEMED:3655894,NLM:RXNORM:1514
HOMEMED:3655895,NLM:RXNORM:1514
HOMEMED:3655896,NLM:RXNORM:1514
HOMEMED:3655897,NLM:RXNORM:1514
HOMEMED:3655898,NLM:RXNORM:1514
HOMEMED:3655899,NLM:RXNORM:1514
HOMEMED:3655900,NLM:RXNORM:1514
HOMEMED:3655901,NLM:RXNORM:1514
HOMEMED:3655902,NLM:RXNORM:1514
HOMEMED:3655903,NLM:RXNORM:1514
HOMEMED:3655904,NLM:RXNORM:1514
HOMEMED:3655905,NLM:RXNORM:1514
HOMEMED:3655906,NLM:RXNORM:1514
HOMEMED:3655913,NLM:RXNORM:1514
HOMEMED:3655915,NLM:RXNORM:1514
HOMEMED:3655916,NLM:RXNORM:1514
HOMEMED:3655917,NLM:RXNORM:1514
HOMEMED:3655918,NLM:RXNORM:1514
HOMEMED:3655921,NLM:RXNORM:1514
HOMEMED:3655922,NLM:RXNORM:1514
HOMEMED:3655928,NLM:RXNORM:1514
HOMEMED:3655928,NLM:RXNORM:2623
HOMEMED:3655929,NLM:RXNORM:1514
HOMEMED:3655929,NLM:RXNORM:2623
HOMEMED:3655930,NLM:RXNORM:1514
HOMEMED:3655930,NLM:RXNORM:2623
HOMEMED:3655931,NLM:RXNORM:1514
HOMEMED:3655931,NLM:RXNORM:2623
HOMEMED:3655932,NLM:RXNORM:1514
HOMEMED:3655932,NLM:RXNORM:2623
HOMEMED:3655933,NLM:RXNORM:1514
HOMEMED:3655933,NLM:RXNORM:2623
HOMEMED:3655935,NLM:RXNORM:1520
HOMEMED:3655936,NLM:RXNORM:1520
HOMEMED:3655937,NLM:RXNORM:1520
HOMEMED:3655938,NLM:RXNORM:1520
HOMEMED:3655939,NLM:RXNORM:1520
HOMEMED:3655940,NLM:RXNORM:1520
HOMEMED:3655943,NLM:RXNORM:1520
HOMEMED:3655944,NLM:RXNORM:1520
HOMEMED:3655945,NLM:RXNORM:1520
HOMEMED:3655946,NLM:RXNORM:1520
HOMEMED:3655948,NLM:RXNORM:1520
HOMEMED:3655950,NLM:RXNORM:19257
HOMEMED:3655952,NLM:RXNORM:19257
HOMEMED:3655953,NLM:RXNORM:19257
HOMEMED:3655954,NLM:RXNORM:19257
HOMEMED:3655955,NLM:RXNORM:19257
HOMEMED:3655957,NLM:RXNORM:19257
HOMEMED:3655961,NLM:RXNORM:19257
HOMEMED:3655962,NLM:RXNORM:19257
HOMEMED:3655963,NLM:RXNORM:19257
HOMEMED:3655967,NLM:RXNORM:253337
HOMEMED:3655968,NLM:RXNORM:253337
HOMEMED:3655969,NLM:RXNORM:253337
HOMEMED:3655970,NLM:RXNORM:253337
HOMEMED:3655982,NLM:RXNORM:83008
HOMEMED:3655984,NLM:RXNORM:83008
HOMEMED:3655987,NLM:RXNORM:125929
HOMEMED:3655989,NLM:RXNORM:283810
HOMEMED:3655990,NLM:RXNORM:283810
HOMEMED:3655991,NLM:RXNORM:283810
HOMEMED:3655992,NLM:RXNORM:283810
HOMEMED:3655994,NLM:RXNORM:3489
HOMEMED:3655994,NLM:RXNORM:5281
HOMEMED:3656013,NLM:RXNORM:1596
HOMEMED:3656015,NLM:RXNORM:1596
HOMEMED:3656016,NLM:RXNORM:1596
HOMEMED:3656020,NLM:RXNORM:1596
HOMEMED:3656021,NLM:RXNORM:1596
HOMEMED:3656022,NLM:RXNORM:1596
HOMEMED:3656024,NLM:RXNORM:1596
HOMEMED:3656025,NLM:RXNORM:1596
HOMEMED:3656026,NLM:RXNORM:1596
HOMEMED:3656027,NLM:RXNORM:1596
HOMEMED:3656029,NLM:RXNORM:1596
HOMEMED:3656030,NLM:RXNORM:1596
HOMEMED:3656031,NLM:RXNORM:1596
HOMEMED:3656032,NLM:RXNORM:1596
HOMEMED:3656035,NLM:RXNORM:1596
HOMEMED:3656036,NLM:RXNORM:1596
HOMEMED:3656037,NLM:RXNORM:1596
HOMEMED:3656038,NLM:RXNORM:1596
HOMEMED:3656040,NLM:RXNORM:1596
HOMEMED:3656041,NLM:RXNORM:1596
HOMEMED:3656044,NLM:RXNORM:1596
HOMEMED:3656044,NLM:RXNORM:221147
HOMEMED:3656045,NLM:RXNORM:1596
HOMEMED:3656045,NLM:RXNORM:221147
HOMEMED:3656046,NLM:RXNORM:1596
HOMEMED:3656046,NLM:RXNORM:221147
HOMEMED:3656047,NLM:RXNORM:1596
HOMEMED:3656047,NLM:RXNORM:221147
HOMEMED:3656060,NLM:RXNORM:19478
HOMEMED:3656062,NLM:RXNORM:19478
HOMEMED:3656064,NLM:RXNORM:19478
HOMEMED:3656066,NLM:RXNORM:19478
HOMEMED:3656068,NLM:RXNORM:19478
HOMEMED:3656069,NLM:RXNORM:19478
HOMEMED:3656070,NLM:RXNORM:19478
HOMEMED:3656071,NLM:RXNORM:19478
HOMEMED:3656073,NLM:RXNORM:19478
HOMEMED:3656074,NLM:RXNORM:19478
HOMEMED:3656075,NLM:RXNORM:19478
HOMEMED:3656077,NLM:RXNORM:19478
HOMEMED:3656078,NLM:RXNORM:19478
HOMEMED:3656082,NLM:RXNORM:19478
HOMEMED:3656084,NLM:RXNORM:19478
HOMEMED:3656088,NLM:RXNORM:19478
HOMEMED:3656089,NLM:RXNORM:19478
HOMEMED:3656090,NLM:RXNORM:19478
HOMEMED:3656091,NLM:RXNORM:19478
HOMEMED:3656092,NLM:RXNORM:19478
HOMEMED:3656096,NLM:RXNORM:19478
HOMEMED:3656096,NLM:RXNORM:6922
HOMEMED:3656099,NLM:RXNORM:19484
HOMEMED:3656100,NLM:RXNORM:19484
HOMEMED:3656101,NLM:RXNORM:19484
HOMEMED:3656102,NLM:RXNORM:19484
HOMEMED:3656104,NLM:RXNORM:19484
HOMEMED:3656107,NLM:RXNORM:19484
HOMEMED:3656107,NLM:RXNORM:5487
HOMEMED:3656108,NLM:RXNORM:19484
HOMEMED:3656108,NLM:RXNORM:5487
HOMEMED:3656110,NLM:RXNORM:19484
HOMEMED:3656110,NLM:RXNORM:5487
HOMEMED:3656119,NLM:RXNORM:236665
HOMEMED:3656152,NLM:RXNORM:1700
HOMEMED:3656157,NLM:RXNORM:358258
HOMEMED:3656162,NLM:RXNORM:75207
HOMEMED:3656163,NLM:RXNORM:75207
HOMEMED:3656164,NLM:RXNORM:75207
HOMEMED:3656165,NLM:RXNORM:75207
HOMEMED:3656166,NLM:RXNORM:75207
HOMEMED:3656167,NLM:RXNORM:75207
HOMEMED:3656170,NLM:RXNORM:1712
HOMEMED:3656172,NLM:RXNORM:1712
HOMEMED:3656188,NLM:RXNORM:134615
HOMEMED:3656189,NLM:RXNORM:134615
HOMEMED:3656190,NLM:RXNORM:134615
HOMEMED:3656191,NLM:RXNORM:134615
HOMEMED:3656192,NLM:RXNORM:134615
HOMEMED:3656194,NLM:RXNORM:194881
HOMEMED:3656195,NLM:RXNORM:194881
HOMEMED:3656196,NLM:RXNORM:194881
HOMEMED:3656197,NLM:RXNORM:194881
HOMEMED:3656199,NLM:RXNORM:1760
HOMEMED:3656200,NLM:RXNORM:1760
HOMEMED:3656201,NLM:RXNORM:1760
HOMEMED:3656202,NLM:RXNORM:1760
HOMEMED:3656203,NLM:RXNORM:1760
HOMEMED:3656206,NLM:RXNORM:1767
HOMEMED:3656211,NLM:RXNORM:1767
HOMEMED:3656221,NLM:RXNORM:1767
HOMEMED:3656228,NLM:RXNORM:1767
HOMEMED:3656239,NLM:RXNORM:1767
HOMEMED:3656239,NLM:RXNORM:3289
HOMEMED:3656239,NLM:RXNORM:8896
HOMEMED:3656246,NLM:RXNORM:1767
HOMEMED:3656246,NLM:RXNORM:3289
HOMEMED:3656246,NLM:RXNORM:8896
HOMEMED:3656249,NLM:RXNORM:1767
HOMEMED:3656249,NLM:RXNORM:3289
HOMEMED:3656249,NLM:RXNORM:8896
HOMEMED:3656253,NLM:RXNORM:1767
HOMEMED:3656253,NLM:RXNORM:3289
HOMEMED:3656253,NLM:RXNORM:8896
HOMEMED:3656284,NLM:RXNORM:1767
HOMEMED:3656284,NLM:RXNORM:8163
HOMEMED:3656303,NLM:RXNORM:1767
HOMEMED:3656303,NLM:RXNORM:8896
HOMEMED:3656307,NLM:RXNORM:1767
HOMEMED:3656307,NLM:RXNORM:8896
HOMEMED:3656337,NLM:RXNORM:19831
HOMEMED:3656338,NLM:RXNORM:19831
HOMEMED:3656341,NLM:RXNORM:19831
HOMEMED:3656342,NLM:RXNORM:19831
HOMEMED:3656343,NLM:RXNORM:19831
HOMEMED:3656344,NLM:RXNORM:19831
HOMEMED:3656345,NLM:RXNORM:19831
HOMEMED:3656346,NLM:RXNORM:19831
HOMEMED:3656347,NLM:RXNORM:19831
HOMEMED:3656348,NLM:RXNORM:19831
HOMEMED:3656350,NLM:RXNORM:19831
HOMEMED:3656351,NLM:RXNORM:19831
HOMEMED:3656352,NLM:RXNORM:19831
HOMEMED:3656353,NLM:RXNORM:19831
HOMEMED:3656355,NLM:RXNORM:1808
HOMEMED:3656356,NLM:RXNORM:1808
HOMEMED:3656357,NLM:RXNORM:1808
HOMEMED:3656358,NLM:RXNORM:1808
HOMEMED:3656359,NLM:RXNORM:1808
HOMEMED:3656360,NLM:RXNORM:1808
HOMEMED:3656361,NLM:RXNORM:1808
HOMEMED:3656362,NLM:RXNORM:1808
HOMEMED:3656363,NLM:RXNORM:1808
HOMEMED:3656364,NLM:RXNORM:1808
HOMEMED:3656366,NLM:RXNORM:1815
HOMEMED:3656367,NLM:RXNORM:1815
HOMEMED:3656373,NLM:RXNORM:1815
HOMEMED:3656374,NLM:RXNORM:1815
HOMEMED:3656376,NLM:RXNORM:1815
HOMEMED:3656380,NLM:RXNORM:1815
HOMEMED:3656391,NLM:RXNORM:1815
HOMEMED:3656391,NLM:RXNORM:3992
HOMEMED:3656394,NLM:RXNORM:1815
HOMEMED:3656394,NLM:RXNORM:3992
HOMEMED:3656395,NLM:RXNORM:1815
HOMEMED:3656395,NLM:RXNORM:3992
HOMEMED:3656420,NLM:RXNORM:1819
HOMEMED:3656421,NLM:RXNORM:1819
HOMEMED:3656422,NLM:RXNORM:1819
HOMEMED:3656423,NLM:RXNORM:1819
HOMEMED:3656424,NLM:RXNORM:1819
HOMEMED:3656425,NLM:RXNORM:1819
HOMEMED:3656426,NLM:RXNORM:1819
HOMEMED:3656427,NLM:RXNORM:1819
HOMEMED:3656428,NLM:RXNORM:1819
HOMEMED:3656431,NLM:RXNORM:1819
HOMEMED:3656431,NLM:RXNORM:7242
HOMEMED:3656432,NLM:RXNORM:1819
HOMEMED:3656432,NLM:RXNORM:7242
HOMEMED:3656433,NLM:RXNORM:1819
HOMEMED:3656433,NLM:RXNORM:7242
HOMEMED:3656434,NLM:RXNORM:1819
HOMEMED:3656434,NLM:RXNORM:7242
HOMEMED:3656436,NLM:RXNORM:42347
HOMEMED:3656437,NLM:RXNORM:42347
HOMEMED:3656438,NLM:RXNORM:42347
HOMEMED:3656439,NLM:RXNORM:42347
HOMEMED:3656442,NLM:RXNORM:42347
HOMEMED:3656443,NLM:RXNORM:42347
HOMEMED:3656444,NLM:RXNORM:42347
HOMEMED:3656445,NLM:RXNORM:42347
HOMEMED:3656446,NLM:RXNORM:42347
HOMEMED:3656447,NLM:RXNORM:42347
HOMEMED:3656448,NLM:RXNORM:42347
HOMEMED:3656449,NLM:RXNORM:42347
HOMEMED:3656450,NLM:RXNORM:42347
HOMEMED:3656451,NLM:RXNORM:42347
HOMEMED:3656452,NLM:RXNORM:42347
HOMEMED:3656454,NLM:RXNORM:1827
HOMEMED:3656455,NLM:RXNORM:1827
HOMEMED:3656457,NLM:RXNORM:1827
HOMEMED:3656458,NLM:RXNORM:1827
HOMEMED:3656459,NLM:RXNORM:1827
HOMEMED:3656460,NLM:RXNORM:1827
HOMEMED:3656461,NLM:RXNORM:1827
HOMEMED:3656462,NLM:RXNORM:1827
HOMEMED:3656463,NLM:RXNORM:1827
HOMEMED:3656464,NLM:RXNORM:1827
HOMEMED:3656465,NLM:RXNORM:1827
HOMEMED:3656469,NLM:RXNORM:1828
HOMEMED:3656474,NLM:RXNORM:477631
HOMEMED:3656478,NLM:RXNORM:477631
HOMEMED:3656486,NLM:RXNORM:153970
HOMEMED:3656486,NLM:RXNORM:477631
HOMEMED:3656486,NLM:RXNORM:8120
HOMEMED:3656488,NLM:RXNORM:19860
HOMEMED:3656494,NLM:RXNORM:47461
HOMEMED:3656501,NLM:RXNORM:19884
HOMEMED:3656503,NLM:RXNORM:19884
HOMEMED:3656506,NLM:RXNORM:1841
HOMEMED:3656510,NLM:RXNORM:1841
HOMEMED:3656516,NLM:RXNORM:1897
HOMEMED:3656516,NLM:RXNORM:6581
HOMEMED:3656516,NLM:RXNORM:9796
HOMEMED:3656520,NLM:RXNORM:1897
HOMEMED:3656520,NLM:RXNORM:6581
HOMEMED:3656520,NLM:RXNORM:9796
HOMEMED:3656525,NLM:RXNORM:47579
HOMEMED:3656526,NLM:RXNORM:47579
HOMEMED:3656527,NLM:RXNORM:47579
HOMEMED:3656528,NLM:RXNORM:47579
HOMEMED:3656530,NLM:RXNORM:1886
HOMEMED:3656531,NLM:RXNORM:1886
HOMEMED:3656533,NLM:RXNORM:1886
HOMEMED:3656537,NLM:RXNORM:1886
HOMEMED:3656539,NLM:RXNORM:1886
HOMEMED:3656540,NLM:RXNORM:1886
HOMEMED:3656541,NLM:RXNORM:1886
HOMEMED:3656542,NLM:RXNORM:1886
HOMEMED:3656543,NLM:RXNORM:1886
HOMEMED:3656544,NLM:RXNORM:1886
HOMEMED:3656546,NLM:RXNORM:1886
HOMEMED:3656547,NLM:RXNORM:1886
HOMEMED:3656550,NLM:RXNORM:1886
HOMEMED:3656557,NLM:RXNORM:1886
HOMEMED:3656557,NLM:RXNORM:4025
HOMEMED:3656558,NLM:RXNORM:1886
HOMEMED:3656558,NLM:RXNORM:4025
HOMEMED:3656560,NLM:RXNORM:1886
HOMEMED:3656560,NLM:RXNORM:4025
HOMEMED:3656562,NLM:RXNORM:1886
HOMEMED:3656562,NLM:RXNORM:4025
HOMEMED:3656566,NLM:RXNORM:1886
HOMEMED:3656566,NLM:RXNORM:70589
HOMEMED:3656568,NLM:RXNORM:1886
HOMEMED:3656568,NLM:RXNORM:70589
HOMEMED:3656570,NLM:RXNORM:106212
HOMEMED:3656572,NLM:RXNORM:106212
HOMEMED:3656573,NLM:RXNORM:106212
HOMEMED:3656576,NLM:RXNORM:106212
HOMEMED:3656576,NLM:RXNORM:34347
HOMEMED:3656577,NLM:RXNORM:106212
HOMEMED:3656577,NLM:RXNORM:34347
HOMEMED:3656580,NLM:RXNORM:106212
HOMEMED:3656580,NLM:RXNORM:34347
HOMEMED:3656581,NLM:RXNORM:106212
HOMEMED:3656581,NLM:RXNORM:34347
HOMEMED:3656582,NLM:RXNORM:106212
HOMEMED:3656582,NLM:RXNORM:34347
HOMEMED:3656583,NLM:RXNORM:106212
HOMEMED:3656583,NLM:RXNORM:34347
HOMEMED:3656594,NLM:RXNORM:29365
HOMEMED:3656595,NLM:RXNORM:29365
HOMEMED:3656596,NLM:RXNORM:29365
HOMEMED:3656597,NLM:RXNORM:29365
HOMEMED:3656598,NLM:RXNORM:29365
HOMEMED:3656599,NLM:RXNORM:29365
HOMEMED:3656600,NLM:RXNORM:29365
HOMEMED:3656601,NLM:RXNORM:29365
HOMEMED:3656603,NLM:RXNORM:1311287
HOMEMED:3656603,NLM:RXNORM:36118
HOMEMED:3656604,NLM:RXNORM:1311287
HOMEMED:3656604,NLM:RXNORM:36118
HOMEMED:3656605,NLM:RXNORM:1311287
HOMEMED:3656605,NLM:RXNORM:36118
HOMEMED:3656606,NLM:RXNORM:1311287
HOMEMED:3656606,NLM:RXNORM:36118
HOMEMED:3656607,NLM:RXNORM:1311287
HOMEMED:3656607,NLM:RXNORM:36118
HOMEMED:3656609,NLM:RXNORM:1311287
HOMEMED:3656609,NLM:RXNORM:36118
HOMEMED:3656611,NLM:RXNORM:1894
HOMEMED:3656612,NLM:RXNORM:1894
HOMEMED:3656613,NLM:RXNORM:1894
HOMEMED:3656614,NLM:RXNORM:1894
HOMEMED:3656615,NLM:RXNORM:1894
HOMEMED:3656616,NLM:RXNORM:1894
HOMEMED:3656617,NLM:RXNORM:1894
HOMEMED:3656620,NLM:RXNORM:1894
HOMEMED:3656621,NLM:RXNORM:1894
HOMEMED:3656622,NLM:RXNORM:1894
HOMEMED:3656624,NLM:RXNORM:214342
HOMEMED:3656625,NLM:RXNORM:214342
HOMEMED:3656626,NLM:RXNORM:214342
HOMEMED:3656627,NLM:RXNORM:214342
HOMEMED:3656628,NLM:RXNORM:214342
HOMEMED:3656629,NLM:RXNORM:214342
HOMEMED:3656635,NLM:RXNORM:1897
HOMEMED:3656641,NLM:RXNORM:1897
HOMEMED:3656642,NLM:RXNORM:1897
HOMEMED:3656644,NLM:RXNORM:1897
HOMEMED:3656649,NLM:RXNORM:1897
HOMEMED:3656651,NLM:RXNORM:1897
HOMEMED:3656653,NLM:RXNORM:1897
HOMEMED:3656654,NLM:RXNORM:1897
HOMEMED:3656657,NLM:RXNORM:1897
HOMEMED:3656658,NLM:RXNORM:1897
HOMEMED:3656660,NLM:RXNORM:1897
HOMEMED:3656662,NLM:RXNORM:1897
HOMEMED:3656663,NLM:RXNORM:1897
HOMEMED:3656664,NLM:RXNORM:1897
HOMEMED:3656665,NLM:RXNORM:1897
HOMEMED:3656666,NLM:RXNORM:1897
HOMEMED:3656667,NLM:RXNORM:1897
HOMEMED:3656668,NLM:RXNORM:1897
HOMEMED:3656669,NLM:RXNORM:1897
HOMEMED:3656670,NLM:RXNORM:1897
HOMEMED:3656671,NLM:RXNORM:1897
HOMEMED:3656672,NLM:RXNORM:1897
HOMEMED:3656673,NLM:RXNORM:1897
HOMEMED:3656674,NLM:RXNORM:1897
HOMEMED:3656675,NLM:RXNORM:1897
HOMEMED:3656676,NLM:RXNORM:1897
HOMEMED:3656677,NLM:RXNORM:1897
HOMEMED:3656678,NLM:RXNORM:1897
HOMEMED:3656679,NLM:RXNORM:1897
HOMEMED:3656680,NLM:RXNORM:1897
HOMEMED:3656681,NLM:RXNORM:1897
HOMEMED:3656682,NLM:RXNORM:1897
HOMEMED:3656683,NLM:RXNORM:1897
HOMEMED:3656688,NLM:RXNORM:1897
HOMEMED:3656689,NLM:RXNORM:1897
HOMEMED:3656690,NLM:RXNORM:1897
HOMEMED:3656691,NLM:RXNORM:1897
HOMEMED:3656692,NLM:RXNORM:1897
HOMEMED:3656696,NLM:RXNORM:1897
HOMEMED:3656697,NLM:RXNORM:1897
HOMEMED:3656698,NLM:RXNORM:1897
HOMEMED:3656699,NLM:RXNORM:1897
HOMEMED:3656700,NLM:RXNORM:1897
HOMEMED:3656701,NLM:RXNORM:1897
HOMEMED:3656702,NLM:RXNORM:1897
HOMEMED:3656705,NLM:RXNORM:1897
HOMEMED:3656708,NLM:RXNORM:1897
HOMEMED:3656710,NLM:RXNORM:1897
HOMEMED:3656711,NLM:RXNORM:1897
HOMEMED:3656712,NLM:RXNORM:1897
HOMEMED:3656713,NLM:RXNORM:1897
HOMEMED:3656714,NLM:RXNORM:1897
HOMEMED:3656715,NLM:RXNORM:1897
HOMEMED:3656716,NLM:RXNORM:1897
HOMEMED:3656718,NLM:RXNORM:1897
HOMEMED:3656718,NLM:RXNORM:4278
HOMEMED:3656718,NLM:RXNORM:6581
HOMEMED:3656719,NLM:RXNORM:1897
HOMEMED:3656719,NLM:RXNORM:4278
HOMEMED:3656719,NLM:RXNORM:6581
HOMEMED:3656720,NLM:RXNORM:1897
HOMEMED:3656720,NLM:RXNORM:4278
HOMEMED:3656720,NLM:RXNORM:6581
HOMEMED:3656721,NLM:RXNORM:1897
HOMEMED:3656721,NLM:RXNORM:4278
HOMEMED:3656721,NLM:RXNORM:6581
HOMEMED:3656723,NLM:RXNORM:1897
HOMEMED:3656723,NLM:RXNORM:29155
HOMEMED:3656726,NLM:RXNORM:1897
HOMEMED:3656726,NLM:RXNORM:29155
HOMEMED:3656727,NLM:RXNORM:1897
HOMEMED:3656727,NLM:RXNORM:29155
HOMEMED:3656732,NLM:RXNORM:1897
HOMEMED:3656732,NLM:RXNORM:6581
HOMEMED:3656733,NLM:RXNORM:1897
HOMEMED:3656733,NLM:RXNORM:6581
HOMEMED:3656734,NLM:RXNORM:1897
HOMEMED:3656734,NLM:RXNORM:6581
HOMEMED:3656735,NLM:RXNORM:1897
HOMEMED:3656735,NLM:RXNORM:6581
HOMEMED:3656737,NLM:RXNORM:1897
HOMEMED:3656737,NLM:RXNORM:6581
HOMEMED:3656738,NLM:RXNORM:1897
HOMEMED:3656738,NLM:RXNORM:6581
HOMEMED:3656741,NLM:RXNORM:1897
HOMEMED:3656741,NLM:RXNORM:6581
HOMEMED:3656742,NLM:RXNORM:1897
HOMEMED:3656742,NLM:RXNORM:6581
HOMEMED:3656743,NLM:RXNORM:1897
HOMEMED:3656743,NLM:RXNORM:6581
HOMEMED:3656744,NLM:RXNORM:1897
HOMEMED:3656744,NLM:RXNORM:6581
HOMEMED:3656746,NLM:RXNORM:1897
HOMEMED:3656746,NLM:RXNORM:6581
HOMEMED:3656749,NLM:RXNORM:1897
HOMEMED:3656749,NLM:RXNORM:9796
HOMEMED:3656753,NLM:RXNORM:1897
HOMEMED:3656753,NLM:RXNORM:9796
HOMEMED:3656755,NLM:RXNORM:1897
HOMEMED:3656755,NLM:RXNORM:9796
HOMEMED:3656756,NLM:RXNORM:1897
HOMEMED:3656756,NLM:RXNORM:9796
HOMEMED:3656757,NLM:RXNORM:1897
HOMEMED:3656757,NLM:RXNORM:9796
HOMEMED:3656759,NLM:RXNORM:1897
HOMEMED:3656759,NLM:RXNORM:9796
HOMEMED:3656764,NLM:RXNORM:1897
HOMEMED:3656764,NLM:RXNORM:9873
HOMEMED:3656767,NLM:RXNORM:1897
HOMEMED:3656767,NLM:RXNORM:9873
HOMEMED:3656768,NLM:RXNORM:1897
HOMEMED:3656768,NLM:RXNORM:9873
HOMEMED:3656772,NLM:RXNORM:1901
HOMEMED:3656774,NLM:RXNORM:47613
HOMEMED:3656775,NLM:RXNORM:47613
HOMEMED:3656776,NLM:RXNORM:47613
HOMEMED:3656777,NLM:RXNORM:47613
