Variable...Field.Name,Form.Name,Auto.extraction,concept_cd,expected value,expected value description,Notes,concept_desc,concept_path,Checked.by.Simran,Checked.by.Alba
medcur1_code_ath,medications_before_and_after_hosp,Yes,ADMINMED:???????,07.09,"Low Molecular weight heparin, Trade name: Bemiparin, Antithrombotics",Couldn't find code for this!,,,,
medcur1_code_ath,medications_before_and_after_hosp,Yes,ADMINMED:2798793,07.10,"Ticlopidine HCl, Trade name: Ticlid, Antithrombotics",,ticlopidine,\i2b2\Medications\Administered Medications\81\83\211\d00514\ADMINMED:2798793\,,
medcur1_code_ath,medications_before_and_after_hosp,Yes,ADMINMED:2798800,07.11,"Tirofiban, Trade name: Aggrastat, Antithrombotics",,tirofiban,\i2b2\Medications\Administered Medications\81\83\212\d04315\ADMINMED:2798800\,,
medcur1_code_ath,medications_before_and_after_hosp,Yes,ADMINMED:2798898,07.12,"Warfarin, Trade name: Coumadin, Antithrombotics",,warfarin,\i2b2\Medications\Administered Medications\81\82\262\d00022\ADMINMED:2798898\,,
medcur1_code_ath,medications_before_and_after_hosp,Yes,ADMINMED:467428629,07.13,"Apixaban, Trade name: Eliquis, Antithrombotic",,apixaban,\i2b2\Medications\Administered Medications\81\82\285\d07804\ADMINMED:467428629\,,
medcur1_code_ath,medications_before_and_after_hosp,Yes,ADMINMED:2796960,07.14,"Argatroban, Trade name: Acova, Antithrombotic",,argatroban,\i2b2\Medications\Administered Medications\81\82\283\d04698\ADMINMED:2796960\,,
medcur1_code_ath,medications_before_and_after_hosp,Yes,ADMINMED:2798793,07.15,"Ticlopidine, Antithrombotic",,ticlopidine,\i2b2\Medications\Administered Medications\81\83\211\d00514\ADMINMED:2798793\,,
medcur1_code_ath,medications_before_and_after_hosp,Yes,ADMINMED:164477827,07.16,"Prasugrel, Antithrombotic",,prasugrel,\i2b2\Medications\Administered Medications\81\83\211\d07409\ADMINMED:164477827\,,
medcur1_code_ath,medications_before_and_after_hosp,Yes,ADMINMED:334312228,07.17,"Ticagrelor, Antithrombotic",,ticagrelor,\i2b2\Medications\Administered Medications\81\83\211\d07721\ADMINMED:334312228\,,
medcur1_code_ath,medications_before_and_after_hosp,Yes,ADMINMED:???????,07.99,"Other antithrombotics, Antithrombotics",,,,,
medcur1_code_ath,medications_before_and_after_hosp,Yes,ADMINMED:2796985,07.99,"Other antithrombotics, Antithrombotics",,aspirin-dipyridamole,\i2b2\Medications\Administered Medications\81\83\211\d04497\ADMINMED:2796985\,,
medcur1_code_ath,medications_before_and_after_hosp,Yes,ADMINMED:2796981,07.99,"Other antithrombotics, Antithrombotics",,aspirin-caffeine,\i2b2\Medications\Administered Medications\57\58\63\d03449\ADMINMED:2796981\,,
medcur1_code_ath,medications_before_and_after_hosp,Yes,ADMINMED:164477863,07.99,"Other antithrombotics, Antithrombotics",,acetaminophen-aspirin,\i2b2\Medications\Administered Medications\57\58\63\d06833\ADMINMED:164477863\,,
medcur1_code_ath,medications_before_and_after_hosp,Yes,ADMINMED:4103171,07.99,"Other antithrombotics, Antithrombotics",,zzzaspirin-pravastatin,\i2b2\Medications\Administered Medications\81\83\211\d04883\ADMINMED:4103171\,,
medcur1_code_ath,medications_before_and_after_hosp,Yes,ADMINMED:2796986,07.99,"Other antithrombotics, Antithrombotics",,zzzaspirin-hydrocodone,\i2b2\Medications\Administered Medications\57\58\191\d03429\ADMINMED:2796986\,,
medcur1_code_ath,medications_before_and_after_hosp,Yes,ADMINMED:2796983,07.99,"Other antithrombotics, Antithrombotics",,zzzaspirin-codeine,\i2b2\Medications\Administered Medications\57\58\191\d03424\ADMINMED:2796983\,,
medcur1_code_ath,medications_before_and_after_hosp,Yes,ADMINMED:2796987,07.99,"Other antithrombotics, Antithrombotics",,aspirin-meprobamate,\i2b2\Medications\Administered Medications\57\58\63\d03448\ADMINMED:2796987\,,
medcur1_code_ath,medications_before_and_after_hosp,Yes,ADMINMED:2796984,07.99,"Other antithrombotics, Antithrombotics",,aspirin-diphenhydrAMINE,\i2b2\Medications\Administered Medications\57\58\63\d04155\ADMINMED:2796984\,,
medcur1_code_ath,medications_before_and_after_hosp,Yes,ADMINMED:2796989,07.99,"Other antithrombotics, Antithrombotics",,aspirin-oxyCODONE,\i2b2\Medications\Administered Medications\57\58\191\d03432\ADMINMED:2796989\,,
medcur1_code_ath,medications_before_and_after_hosp,Yes,ADMINMED:656589599,07.99,"Other antithrombotics, Antithrombotics",,acetaminophen/aspirin/diphenhydrAMINE,\i2b2\Medications\Administered Medications\57\58\63\d08310\ADMINMED:656589599\,,
medcur1_code_ath,medications_before_and_after_hosp,Yes,ADMINMED:2796985,07.99,"Other antithrombotics, Antithrombotics",,aspirin-dipyridamole,\i2b2\Medications\Administered Medications\81\83\211\d04497\ADMINMED:2796985\,,
medcur1_code_ath,medications_before_and_after_hosp,Yes,ADMINMED:262800932,07.99,"Other antithrombotics, Antithrombotics",,aspirin-calcium carbonate,\i2b2\Medications\Administered Medications\81\83\211\d07693\ADMINMED:262800932\,,
medcur1_code_ath,medications_before_and_after_hosp,Yes,ADMINMED:2796988,07.99,"Other antithrombotics, Antithrombotics",,zzzaspirin-methocarbamol,\i2b2\Medications\Administered Medications\57\73\179\d03468\ADMINMED:2796988\,,
medcur1_code_ath,medications_before_and_after_hosp,Yes,ADMINMED:2796982,07.99,"Other antithrombotics, Antithrombotics",,aspirin-carisoprodol,\i2b2\Medications\Administered Medications\57\73\179\d03469\ADMINMED:2796982\,,
medcur1_code_bb,medications_before_and_after_hosp,Yes,ADMINMED:???????,08.00,"Not specified, Beta Blocker",Couldn't find code for this!,,,,
medcur1_code_bb,medications_before_and_after_hosp,Yes,ADMINMED:2797280,08.01,"Acebutolol, Trade name: Sectral, Beta Blocker",,acebutolol,\i2b2\Medications\Administered Medications\40\46\386\d00128\ADMINMED:2797280\,,
medcur1_code_bb,medications_before_and_after_hosp,Yes,ADMINMED:???????,08.02,"Alprenolol, Beta Blocker",Couldn't find code for this!,,,,
medcur1_code_bb,medications_before_and_after_hosp,Yes,ADMINMED:2797372,08.03,"Amlodipine, Trade name: Norvasc, Beta Blocker",,amLODIPine,\i2b2\Medications\Administered Medications\40\48\d00689\ADMINMED:2797372\,,
medcur1_code_bb,medications_before_and_after_hosp,Yes,ADMINMED:2796990,08.04,"Atenolol, Trade name: Tenormin, Beta Blocker",,atenolol,\i2b2\Medications\Administered Medications\40\47\274\d00004\ADMINMED:2796990\,,
medcur1_code_bb,medications_before_and_after_hosp,Yes,ADMINMED:2798108,08.05,"Betaxolol, Trade names: Betoptic, Kerlone, Beta Blocker",,levobetaxolol ophthalmic,\i2b2\Medications\Administered Medications\133\147\164\d04517\ADMINMED:2798108\,,
medcur1_code_bb,medications_before_and_after_hosp,Yes,ADMINMED:2797082,08.05,"Betaxolol, Trade names: Betoptic, Kerlone, Beta Blocker",,betaxolol,\i2b2\Medications\Administered Medications\40\47\274\d00176\ADMINMED:2797082\,,
medcur1_code_bb,medications_before_and_after_hosp,Yes,ADMINMED:2797083,08.05,"Betaxolol, Trade names: Betoptic, Kerlone, Beta Blocker",,betaxolol ophthalmic,\i2b2\Medications\Administered Medications\133\147\164\d04038\ADMINMED:2797083\,,
medcur1_code_bb,medications_before_and_after_hosp,Yes,ADMINMED:2797099,08.06,"Bisoprolol, Trade name: Zebeta, Beta Blocker",,bisoprolol,\i2b2\Medications\Administered Medications\40\47\274\d00709\ADMINMED:2797099\,,
medcur1_code_bb,medications_before_and_after_hosp,Yes,ADMINMED:???????,08.07,"Bopindolol, Beta Blocker",Couldn't find code for this!,,,,
medcur1_code_bb,medications_before_and_after_hosp,Yes,ADMINMED:2797209,08.08,"Carteolol, Trade names: Cartrol, Ocupress, Beta Blocker",,carteolol ophthalmic,\i2b2\Medications\Administered Medications\133\147\164\d04039\ADMINMED:2797209\,,
medcur1_code_bb,medications_before_and_after_hosp,Yes,ADMINMED:2797208,08.08,"Carteolol, Trade names: Cartrol, Ocupress, Beta Blocker",,zzzcarteolol,\i2b2\Medications\Administered Medications\40\47\275\d00708\ADMINMED:2797208\,,
medcur1_code_bb,medications_before_and_after_hosp,Yes,ADMINMED:2797210,08.09,"Carvedilol, Trade name: Coreg, Beta Blocker",,carvedilol,\i2b2\Medications\Administered Medications\40\47\275\d03847\ADMINMED:2797210\,,
medcur1_code_bb,medications_before_and_after_hosp,Yes,ADMINMED:???????,08.10,"Celiprolol, Beta Blocker",Couldn't find code for this!,,,,
medcur1_code_bb,medications_before_and_after_hosp,Yes,ADMINMED:???????,08.11,"Dievalol, Beta Blocker",Couldn't find code for this!,,,,
medcur1_code_bb,medications_before_and_after_hosp,Yes,ADMINMED:2797715,08.12,"Esmolol, Trade name: Brevibloc, Beta Blocker",,esmolol,\i2b2\Medications\Administered Medications\40\46\386\d00224\ADMINMED:2797715\,,
medcur1_code_bb,medications_before_and_after_hosp,Yes,ADMINMED:2798081,08.13,"Labetalol, Trade name: Normodyne, Beta Blocker",,labetalol,\i2b2\Medications\Administered Medications\40\47\275\d00016\ADMINMED:2798081\,,
medcur1_code_bb,medications_before_and_after_hosp,Yes,ADMINMED:2798247,08.14,"Metoprolol, Trade names: Lopressor, Toprol, Beta Blocker",,metoprolol,\i2b2\Medications\Administered Medications\40\47\274\d00134\ADMINMED:2798247\,,
medcur1_code_bb,medications_before_and_after_hosp,Yes,ADMINMED:2798298,08.15,"Nadolol, Trade name: Corgard, Beta Blocker",,nadolol,\i2b2\Medications\Administered Medications\40\47\275\d00018\ADMINMED:2798298\,,
medcur1_code_bb,medications_before_and_after_hosp,Yes,ADMINMED:2798340,08.16,"Nisoldipine, Trade name: Sular, Beta Blocker",,nisoldipine,\i2b2\Medications\Administered Medications\40\48\d03825\ADMINMED:2798340\,,
medcur1_code_bb,medications_before_and_after_hosp,Yes,ADMINMED:???????,08.17,"Oxprenolol, Trade name: Trasicor, Beta Blocker",Couldn't find code for this!,,,,
medcur1_code_bb,medications_before_and_after_hosp,Yes,ADMINMED:2798426,08.18,"Penbutolol, Trade name: Levatol, Beta Blocker",,penbutolol,\i2b2\Medications\Administered Medications\40\47\275\d00332\ADMINMED:2798426\,,
medcur1_code_bb,medications_before_and_after_hosp,Yes,ADMINMED:2798483,08.19,"Pindolol, Trade name: Visken, Beta Blocker",,pindolol,\i2b2\Medications\Administered Medications\40\47\275\d00137\ADMINMED:2798483\,,
medcur1_code_bb,medications_before_and_after_hosp,Yes,ADMINMED:2798560,08.20,"Propranolol, Trade name: Inderal, Beta Blocker",,propranolol,\i2b2\Medications\Administered Medications\40\46\386\d00032\ADMINMED:2798560\,,
medcur1_code_bb,medications_before_and_after_hosp,Yes,ADMINMED:2798708,08.21,"Sotalol, Trade name: Betapace, Beta Blocker",,sotalol,\i2b2\Medications\Administered Medications\40\46\387\d00371\ADMINMED:2798708\,,
medcur1_code_bb,medications_before_and_after_hosp,Yes,ADMINMED:2798796,08.22,"Timolol, Trade name: Blocadren, Beta Blocker",,timolol ophthalmic,\i2b2\Medications\Administered Medications\133\147\164\d04037\ADMINMED:2798796\,,
medcur1_code_bb,medications_before_and_after_hosp,Yes,ADMINMED:2798795,08.22,"Timolol, Trade name: Blocadren, Beta Blocker",,timolol,\i2b2\Medications\Administered Medications\40\47\275\d00139\ADMINMED:2798795\,,
medcur1_code_bb,medications_before_and_after_hosp,Yes,ADMINMED:???????,08.99,"Other beta-blocker, Beta Blocker",Couldn't find code for this!,,,,
medcur1_code_bb,medications_before_and_after_hosp,Yes,ADMINMED:2797647,08.99,"Other beta-blocker, Beta Blocker",,dorzolamide-timolol ophthalmic,\i2b2\Medications\Administered Medications\133\147\164\d04303\ADMINMED:2797647\,,
medcur1_code_bb,medications_before_and_after_hosp,Yes,ADMINMED:2797950,08.99,"Other beta-blocker, Beta Blocker",,zzzhydrochlorothiazide-timolol,\i2b2\Medications\Administered Medications\40\55\472\d03260\ADMINMED:2797950\,,
medcur1_code_bb,medications_before_and_after_hosp,Yes,ADMINMED:109815882,08.99,"Other beta-blocker, Beta Blocker",,brimonidine-timolol ophthalmic,\i2b2\Medications\Administered Medications\133\147\164\d05283\ADMINMED:109815882\,,
medcur1_code_bb,medications_before_and_after_hosp,Yes,ADMINMED:2797945,08.99,"Other beta-blocker, Beta Blocker",,hydrochlorothiazide-propranolol,\i2b2\Medications\Administered Medications\40\55\472\d03261\ADMINMED:2797945\,,
medcur1_code_bb,medications_before_and_after_hosp,Yes,ADMINMED:2797047,08.99,"Other beta-blocker, Beta Blocker",,bendroflumethiazide-nadolol,\i2b2\Medications\Administered Medications\40\55\472\d03259\ADMINMED:2797047\,,
medcur1_code_bb,medications_before_and_after_hosp,Yes,ADMINMED:2797943,08.99,"Other beta-blocker, Beta Blocker",,hydrochlorothiazide-metoprolol,\i2b2\Medications\Administered Medications\40\55\472\d03264\ADMINMED:2797943\,,
medcur1_code_bb,medications_before_and_after_hosp,Yes,ADMINMED:2797100,08.99,"Other beta-blocker, Beta Blocker",,bisoprolol-hydrochlorothiazide,\i2b2\Medications\Administered Medications\40\55\472\d03744\ADMINMED:2797100\,,
medcur1_code_bb,medications_before_and_after_hosp,Yes,ADMINMED:2796991,08.99,"Other beta-blocker, Beta Blocker",,atenolol-chlorthalidone,\i2b2\Medications\Administered Medications\40\55\472\d03258\ADMINMED:2796991\,,
medcur1_code_bb,medications_before_and_after_hosp,Yes,ADMINMED:2797373,08.99,"Other beta-blocker, Beta Blocker",,amLODIPine-benazepril,\i2b2\Medications\Administered Medications\40\55\476\d03829\ADMINMED:2797373\,,
medcur1_code_bb,medications_before_and_after_hosp,Yes,ADMINMED:109815841,08.99,"Other beta-blocker, Beta Blocker",,amLODIPine-olmesartan,\i2b2\Medications\Administered Medications\40\55\479\d06905\ADMINMED:109815841\,,
medcur1_code_bb,medications_before_and_after_hosp,Yes,ADMINMED:4103161,08.99,"Other beta-blocker, Beta Blocker",,amLODIPine-atorvastatin,\i2b2\Medications\Administered Medications\40\55\470\d05048\ADMINMED:4103161\,,
medcur1_code_bb,medications_before_and_after_hosp,Yes,ADMINMED:715207015,08.99,"Other beta-blocker, Beta Blocker",,amLODIPine-perindopril,\i2b2\Medications\Administered Medications\40\55\476\d07533\ADMINMED:715207015\,,
medcur1_code_bb,medications_before_and_after_hosp,Yes,ADMINMED:109815916,08.99,"Other beta-blocker, Beta Blocker",,amLODIPine-valsartan,\i2b2\Medications\Administered Medications\40\55\479\d06662\ADMINMED:109815916\,,
medcur1_code_bb,medications_before_and_after_hosp,Yes,ADMINMED:164477760,08.99,"Other beta-blocker, Beta Blocker",,amLODIPine/hydrochlorothiazide/valsartan,\i2b2\Medications\Administered Medications\40\55\470\d07440\ADMINMED:164477760\,,
medcur1_code_bb,medications_before_and_after_hosp,Yes,ADMINMED:246555893,08.99,"Other beta-blocker, Beta Blocker",,amLODIPine/hydrochlorothiazide/olmesartan,\i2b2\Medications\Administered Medications\40\55\470\d07668\ADMINMED:246555893\,,
medcur1_code_bb,medications_before_and_after_hosp,Yes,ADMINMED:280350392,08.99,"Other beta-blocker, Beta Blocker",,aliskiren/amLODIPine/hydrochlorothiazide,\i2b2\Medications\Administered Medications\40\55\470\d07725\ADMINMED:280350392\,,
medcur1_code_bb,medications_before_and_after_hosp,Yes,ADMINMED:194202619,08.99,"Other beta-blocker, Beta Blocker",,amLODIPine-telmisartan,\i2b2\Medications\Administered Medications\40\55\479\d07498\ADMINMED:194202619\,,
medcur1_code_bb,medications_before_and_after_hosp,Yes,ADMINMED:248791690,08.99,"Other beta-blocker, Beta Blocker",,aliskiren-amLODIPine,\i2b2\Medications\Administered Medications\40\55\470\d07678\ADMINMED:248791690\,,
medcur1_code_bio,medications_before_and_after_hosp,Yes,ADMINMED:???????,09.00,"Not specified, Biologics",Couldn't find code for this!,,,,
medcur1_code_bio,medications_before_and_after_hosp,Yes,ADMINMED:???????,09.01,"Coenzyme Q10, Biologics",Couldn't find code for this!,,,,
medcur1_code_bio,medications_before_and_after_hosp,Yes,ADMINMED:2797543,09.02,"Desmopressin, Trade name: DDAVP, Biologics",,desmopressin,\i2b2\Medications\Administered Medications\97\414\d00583\ADMINMED:2797543\,,
medcur1_code_bio,medications_before_and_after_hosp,Yes,ADMINMED:4103218,09.02,"Desmopressin, Trade name: DDAVP, Biologics",,Desmopressin Acetate,\i2b2\Medications\Administered Medications\Non-Categorized\4103218\ADMINMED:4103218\,,
medcur1_code_bio,medications_before_and_after_hosp,Yes,ADMINMED:???????,09.03,"Gamma Globulin, Biologics",Couldn't find code for this!,,,,
medcur1_code_bio,medications_before_and_after_hosp,Yes,ADMINMED:2798287,09.04,"Iron Preparations, Trade name: Fer-in-sol, Biologics",,multivitamin with iron,\i2b2\Medications\Administered Medications\115\116\d03141\ADMINMED:2798287\,,
medcur1_code_bio,medications_before_and_after_hosp,Yes,ADMINMED:2798174,09.05,"Mannitol, Trade name: Cosmitrol, Biologics",,mannitol,\i2b2\Medications\Administered Medications\40\49\158\d00282\ADMINMED:2798174\,,
medcur1_code_bio,medications_before_and_after_hosp,Yes,ADMINMED:???????,09.06,"Surfactant, Trade names: Survanta, Exosurf, Biologics",Couldn't find code for this!,,,,
medcur1_code_bio,medications_before_and_after_hosp,Yes,ADMINMED:???????,09.07,"Vitamin K, Biologics",Couldn't find code for this!,,,,
medcur1_code_bio,medications_before_and_after_hosp,Yes,ADMINMED:2798288,09.08,"Multivitamin, Biologics",,multivitamin with iron and fluoride,\i2b2\Medications\Administered Medications\115\116\d03660\ADMINMED:2798288\,,
medcur1_code_bio,medications_before_and_after_hosp,Yes,ADMINMED:2798286,09.08,"Multivitamin, Biologics",,multivitamin with fluoride,\i2b2\Medications\Administered Medications\115\120\d03143\ADMINMED:2798286\,,
medcur1_code_bio,medications_before_and_after_hosp,Yes,ADMINMED:2798289,09.08,"Multivitamin, Biologics",,multivitamin with minerals,\i2b2\Medications\Administered Medications\115\120\d03145\ADMINMED:2798289\,,
medcur1_code_bio,medications_before_and_after_hosp,Yes,ADMINMED:2798287,09.08,"Multivitamin, Biologics",,multivitamin with iron,\i2b2\Medications\Administered Medications\115\116\d03141\ADMINMED:2798287\,,
medcur1_code_bio,medications_before_and_after_hosp,Yes,ADMINMED:2798290,09.08,"Multivitamin, Biologics",,"multivitamin, prenatal",\i2b2\Medications\Administered Medications\115\116\d03148\ADMINMED:2798290\,,
medcur1_code_bio,medications_before_and_after_hosp,Yes,ADMINMED:2798285,09.08,"Multivitamin, Biologics",,multivitamin,\i2b2\Medications\Administered Medications\115\120\d03140\ADMINMED:2798285\,,
medcur1_code_bio,medications_before_and_after_hosp,Yes,ADMINMED:???????,09.09,"Convalescent plasma from COVID 19 patients, Biologics",Couldn't find code for this!,,,,
medcur1_code_bio,medications_before_and_after_hosp,Yes,ADMINMED:???????,09.10,"Vitamin C, Biologics",Couldn't find code for this!,,,,
medcur1_code_bio,medications_before_and_after_hosp,Yes,ADMINMED:2798777,09.11,"Thiamine, Biologics",,thiamine,\i2b2\Medications\Administered Medications\115\119\d03130\ADMINMED:2798777\,,
medcur1_code_bio,medications_before_and_after_hosp,Yes,ADMINMED:???????,09.12,"Fresh frozen plasma (FFP), Biologics",Couldn't find code for this!,,,,
medcur1_code_bio,medications_before_and_after_hosp,Yes,ADMINMED:2798175,09.99,"Other biologics, Biologics",,mannitol-sorbitol,\i2b2\Medications\Administered Medications\133\150\d04252\ADMINMED:2798175\,,
medcur1_code_bd,medications_before_and_after_hosp,Yes,ADMINMED:???????,10.00,"Not specified, Bronchodilators",Couldn't find code for this!,,,,
medcur1_code_bd,medications_before_and_after_hosp,Yes,ADMINMED:2797322,10.01,"Albuterol, Trade names: Ventolin, Xopenex, Preventil, Bronchodilators",,albuterol,\i2b2\Medications\Administered Medications\122\125\180\d00749\ADMINMED:2797322\,,
medcur1_code_bd,medications_before_and_after_hosp,Yes,ADMINMED:15611466,10.01,"Albuterol, Trade names: Ventolin, Xopenex, Preventil, Bronchodilators",,albuterol enteral,\i2b2\Medications\Administered Medications\Non-Categorized\15611466\ADMINMED:15611466\,,
medcur1_code_bd,medications_before_and_after_hosp,Yes,ADMINMED:2797365,10.02,"Aminophylline, Bronchodilators",,aminophylline,\i2b2\Medications\Administered Medications\122\125\126\d00758\ADMINMED:2797365\,,
medcur1_code_bd,medications_before_and_after_hosp,Yes,ADMINMED:2797037,10.03,"Beclomethasone, Trade name: Beclovert, Bronchodilators",,beclomethasone,\i2b2\Medications\Administered Medications\122\130\296\d00760\ADMINMED:2797037\,,
medcur1_code_bd,medications_before_and_after_hosp,Yes,ADMINMED:2797038,10.03,"Beclomethasone, Trade name: Beclovert, Bronchodilators",,beclomethasone nasal,\i2b2\Medications\Administered Medications\133\247\245\d04275\ADMINMED:2797038\,,
medcur1_code_bd,medications_before_and_after_hosp,Yes,ADMINMED:15612888,10.04,"Cromolyn, Trade name: Intal, Bronchodilators",,cromolyn topical,\i2b2\Medications\Administered Medications\Non-Categorized\15612888\ADMINMED:15612888\,,
medcur1_code_bd,medications_before_and_after_hosp,Yes,ADMINMED:2797497,10.04,"Cromolyn, Trade name: Intal, Bronchodilators",,cromolyn,\i2b2\Medications\Administered Medications\122\130\298\d00200\ADMINMED:2797497\,,
medcur1_code_bd,medications_before_and_after_hosp,Yes,ADMINMED:2797498,10.04,"Cromolyn, Trade name: Intal, Bronchodilators",,cromolyn nasal,\i2b2\Medications\Administered Medications\133\247\246\d04394\ADMINMED:2797498\,,
medcur1_code_bd,medications_before_and_after_hosp,Yes,ADMINMED:15611673,10.04,"Cromolyn, Trade name: Intal, Bronchodilators",,cromolyn sodium 4%,\i2b2\Medications\Administered Medications\Non-Categorized\15611673\ADMINMED:15611673\,,
medcur1_code_bd,medications_before_and_after_hosp,Yes,ADMINMED:2797499,10.04,"Cromolyn, Trade name: Intal, Bronchodilators",,cromolyn ophthalmic,\i2b2\Medications\Administered Medications\133\147\267\d00765\ADMINMED:2797499\,,
medcur1_code_bd,medications_before_and_after_hosp,Yes,ADMINMED:15612882,10.04,"Cromolyn, Trade name: Intal, Bronchodilators",,cromolyn inhalation,\i2b2\Medications\Administered Medications\Non-Categorized\15612882\ADMINMED:15612882\,,
medcur1_code_bd,medications_before_and_after_hosp,Yes,ADMINMED:15611806,10.05,"Fluticasone, Trade names: Flovent, Flonase, Bronchodilators",,fluticasone propionate,\i2b2\Medications\Administered Medications\Non-Categorized\15611806\ADMINMED:15611806\,,
medcur1_code_bd,medications_before_and_after_hosp,Yes,ADMINMED:2797819,10.05,"Fluticasone, Trade names: Flovent, Flonase, Bronchodilators",,fluticasone,\i2b2\Medications\Administered Medications\122\130\296\d01296\ADMINMED:2797819\,,
medcur1_code_bd,medications_before_and_after_hosp,Yes,ADMINMED:2797821,10.05,"Fluticasone, Trade names: Flovent, Flonase, Bronchodilators",,fluticasone topical,\i2b2\Medications\Administered Medications\133\136\138\d04284\ADMINMED:2797821\,,
medcur1_code_bd,medications_before_and_after_hosp,Yes,ADMINMED:2797821,10.05,"Fluticasone, Trade names: Flovent, Flonase, Bronchodilators",,fluticasone topical,\i2b2\Medications\Administered Medications\133\136\138\d04284\ADMINMED:2797821\,,
medcur1_code_bd,medications_before_and_after_hosp,Yes,ADMINMED:2798045,10.06,"Ipratropium, Trade name: Atrovent, Bronchodilators",,ipratropium,\i2b2\Medications\Administered Medications\122\125\299\d00265\ADMINMED:2798045\,,
medcur1_code_bd,medications_before_and_after_hosp,Yes,ADMINMED:2798046,10.07,"Isoetharine, Trade name: Bronkosol, Bronchodilators",,ipratropium nasal,\i2b2\Medications\Administered Medications\133\247\246\d04235\ADMINMED:2798046\,,
medcur1_code_bd,medications_before_and_after_hosp,Yes,ADMINMED:2798212,10.08,"Metaproterenol, Trade name: Alupent, Bronchodilators",,metaproterenol,\i2b2\Medications\Administered Medications\122\125\180\d00750\ADMINMED:2798212\,,
medcur1_code_bd,medications_before_and_after_hosp,Yes,ADMINMED:2798775,10.09,"Theophylline, Trade names: Slo-bid, Theodur, Bronchodilators",,theophylline,\i2b2\Medications\Administered Medications\122\125\126\d00142\ADMINMED:2798775\,,
medcur1_code_bd,medications_before_and_after_hosp,Yes,ADMINMED:2798523,10.99,"Other bronchodilators, Bronchodilators",,zzzpotassium iodide-theophylline,\i2b2\Medications\Administered Medications\122\131\d03277\ADMINMED:2798523\,,
medcur1_code_bd,medications_before_and_after_hosp,Yes,ADMINMED:2797906,10.99,"Other bronchodilators, Bronchodilators",,guaiFENesin-theophylline,\i2b2\Medications\Administered Medications\122\131\d03273\ADMINMED:2797906\,,
medcur1_code_bd,medications_before_and_after_hosp,Yes,ADMINMED:2797323,10.99,"Other bronchodilators, Bronchodilators",,albuterol-ipratropium,\i2b2\Medications\Administered Medications\122\125\181\d04066\ADMINMED:2797323\,,
medcur1_code_bd,medications_before_and_after_hosp,Yes,ADMINMED:439564266,10.99,"Other bronchodilators, Bronchodilators",,azelastine-fluticasone nasal,\i2b2\Medications\Administered Medications\133\247\246\d07868\ADMINMED:439564266\,,
medcur1_code_bd,medications_before_and_after_hosp,Yes,ADMINMED:493517191,10.99,"Other bronchodilators, Bronchodilators",,fluticasone-vilanterol,\i2b2\Medications\Administered Medications\122\125\181\d08100\ADMINMED:493517191\,,
medcur1_code_bd,medications_before_and_after_hosp,Yes,ADMINMED:2797822,10.99,"Other bronchodilators, Bronchodilators",,fluticasone-salmeterol,\i2b2\Medications\Administered Medications\122\125\181\d04611\ADMINMED:2797822\,,
medcur1_code_bd,medications_before_and_after_hosp,Yes,ADMINMED:2797323,10.99,"Other bronchodilators, Bronchodilators",,albuterol-ipratropium,\i2b2\Medications\Administered Medications\122\125\181\d04066\ADMINMED:2797323\,,
medcur1_code_ccb,medications_before_and_after_hosp,Yes,ADMINMED:???????,11.00,"Not specified, Calcium Channel Blockers",Couldn't find code for this!,,,,
medcur1_code_ccb,medications_before_and_after_hosp,Yes,ADMINMED:2797075,11.01,"Bepridil HCl, Trade name: Vascor, Calcium Channel Blockers",,zzzbepridil,\i2b2\Medications\Administered Medications\40\48\d00688\ADMINMED:2797075\,,
medcur1_code_ccb,medications_before_and_after_hosp,Yes,ADMINMED:2797607,11.02,"Diltiazem, Trade name: Cardiazem, Calcium Channel Blockers",,diltiazem,\i2b2\Medications\Administered Medications\40\48\d00045\ADMINMED:2797607\,,
medcur1_code_ccb,medications_before_and_after_hosp,Yes,ADMINMED:2797766,11.03,"Felodipine, Trade name: Plendil, Calcium Channel Blockers",,felodipine,\i2b2\Medications\Administered Medications\40\48\d00231\ADMINMED:2797766\,,
medcur1_code_ccb,medications_before_and_after_hosp,Yes,ADMINMED:2798065,11.04,"Isradipine, Trade name: Dynacirc, Calcium Channel Blockers",,isradipine,\i2b2\Medications\Administered Medications\40\48\d00270\ADMINMED:2798065\,,
medcur1_code_ccb,medications_before_and_after_hosp,Yes,ADMINMED:2798334,11.05,"Nicardipine, Trade name: Cardene, Calcium Channel Blockers",,niCARdipine,\i2b2\Medications\Administered Medications\40\48\d00315\ADMINMED:2798334\,,
medcur1_code_ccb,medications_before_and_after_hosp,Yes,ADMINMED:2798337,11.06,"Nifedipine, Trade name: Procardia, Calcium Channel Blockers",,NIFEdipine,\i2b2\Medications\Administered Medications\40\48\d00051\ADMINMED:2798337\,,
medcur1_code_ccb,medications_before_and_after_hosp,Yes,ADMINMED:2798339,11.07,"Nimodipine, Trade name: Nimotop, Calcium Channel Blockers",,niMODipine,\i2b2\Medications\Administered Medications\40\48\d00318\ADMINMED:2798339\,,
medcur1_code_ccb,medications_before_and_after_hosp,Yes,ADMINMED:2798886,11.08,"Verapamil, Trade names: Calan, Isotopin, Verelan, Chronovera, Covera-HS, Calcium Channel Blockers",,verapamil,\i2b2\Medications\Administered Medications\40\48\d00048\ADMINMED:2798886\,,
