Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
noncar_comp_name2,hospital_and_clinical_course,,text,Specify Other,,,,,,,"[noncar_comp_code2] = ""A-9999""",Y,,,,,
noncar_comp_other2_d,hospital_and_clinical_course,,notes,Specify Findings/Event,,,,,,,"[noncar_comp_num] = ""2"" or [noncar_comp_num] = ""3"" or [noncar_comp_num] = ""4"" or [noncar_comp_num] = ""5"" or [noncar_comp_num] = ""6"" or [noncar_comp_num] = ""7"" or [noncar_comp_num] = ""8"" or [noncar_comp_num] = ""9"" or [noncar_comp_num] = ""10""",Y,,,,,
noncar_comp_other2_dt,hospital_and_clinical_course,,text,Date,,mm/dd/yyyy,date_mdy,1/30/20,,,"[noncar_comp_num] = ""2"" or [noncar_comp_num] = ""3"" or [noncar_comp_num] = ""4"" or [noncar_comp_num] = ""5"" or [noncar_comp_num] = ""6"" or [noncar_comp_num] = ""7"" or [noncar_comp_num] = ""8"" or [noncar_comp_num] = ""9"" or [noncar_comp_num] = ""10""",Y,,,,,
noncar_comp_code3,hospital_and_clinical_course,Finding/Event Code 3,dropdown,Non-cardiovascular event code,"A-0001, A-0001: Abdominal pain | A-0002, A-0002: Acne | A-0003, A-0003: Anaphylaxis | A-0004, A-0004: Anemia (Hct <30 mg/dl) | A-0005, A-0005: Anterior Uveitis (documented by ophthalmology exam) | A-0006, A-0006: Arthralgia | A-0007, A-0007: Arthritis, proximal interphalangeal (PIP) joints | A-0008, A-0008: Arthritis, distal interphalangeal (DIP) joints | A-0009, A-0009: Arthritis, ankles | A-0010, A-0010: Arthritis, elbows | A-0011, A-0011: Arthritis, hips | A-0012, A-0012: Arthritis, knees | A-0013, A-0013: Arthritis, shoulders | A-0014, A-0014: Arthritis, wrists | A-0015, A-0015: Aseptic meningitis (confirmed by Lumbar Puncture) | A-0016, A-0016: Beau's lines | A-0017, A-0017: Blurred vision | A-0018, A-0018: Bulbar conjunctivitis | A-0019, A-0019: Cervical lymphadenopathy (>1.5 cm) | A-0020, A-0020: Complication of IV line | A-0021, A-0021: Cough | A-0022, A-0022: Cyanosis | A-0023, A-0023: Death | A-0024, A-0024: Desquamation, genitourinary area | A-0025, A-0025: Desquamation, lips | A-0026, A-0026: Diabetes Insipidus | A-0027, A-0027: Diarrhea | A-0028, A-0028: Dyspnea | A-0029, A-0029: Dysuria | A-0030, A-0030: Elevated liver function tests (>2x normal) | A-0031, A-0031: Encephalitis | A-0032, A-0032: Erythema, palms | A-0033, A-0033: Erythema, soles | A-0034, A-0034: Eczema | A-0035, A-0035: Fluid retention/Edema | A-0036, A-0036: Flushing | A-0037, A-0037: Headache | A-0038, A-0038: Hearing loss | A-0039, A-0039: Hemolytic anemia | A-0040, A-0040: Hives | A-0041, A-0041: Hydrops of gall bladder (documented by ultrasound) | A-0042, A-0042: Hyperglycemia (glucose>150 mq/dl) | A-0043, A-0043: Increased appetite | A-0044, A-0044: Insomnia | A-0045, A-0045: Irritability | A-0046, A-0046: Mood changes | A-0047, A-0047: Nervousness | A-0048, A-0048: Pancreatitis | A-0049, A-0049: Periungual desquamation hands | A-0050, A-0050: Periungual desquamation feet | A-0051, A-0051: Pneumonia (documented on chest x-ray) | A-0052, A-0052: Pseudotumor cerebri | A-0053, A-0053: Psoriasis | A-0054, A-0054: Pustular psoriasis | A-0055, A-0055: Rash new onset | A-0056, A-0056: Rash hives | A-0057, A-0057: Rash eczema | A-0058, A-0058: Rash pustular-psoriasis | A-0059, A-0059: Renal failure (Creatinine >1.5 mg/dL) | A-0060, A-0060: Rhinorrhea | A-0061, A-0061: Rigors | A-0062, A-0062: Sepsis suspected (not confirmed} | A-0063, A-0063: Sepsis (confirmed by blood cultures) | A-0064, A-0064: Seizures | A-0065, A-0065: Small bowel obstruction | A-0066, A-0066: Sterile pyuria | A-0067, A-0067: Strawberry tongue | A-0068, A-0068: Strep throat (confirmed by throat culture) | A-0069, A-0069: Sudden increase in fever | A-0070, A-0070: Torticollis | A-0071, A-0071: Vomiting | A-0072, A-0072: Weakness | A-9999, A-9999: Other non-cardiac specify",See CTCAE-MedDRA Code List for more details,,,,,"[noncar_comp_num] = ""3"" or [noncar_comp_num] = ""4"" or [noncar_comp_num] = ""5"" or [noncar_comp_num] = ""6"" or [noncar_comp_num] = ""7"" or [noncar_comp_num] = ""8"" or [noncar_comp_num] = ""9"" or [noncar_comp_num] = ""10""",Y,,,,,
noncar_comp_name3,hospital_and_clinical_course,,text,Specify Other,,,,,,,"[noncar_comp_code3] = ""A-9999""",Y,,,,,
noncar_comp_other3_d,hospital_and_clinical_course,,notes,Specify Findings/Event,,,,,,,"[noncar_comp_num] = ""3"" or [noncar_comp_num] = ""4"" or [noncar_comp_num] = ""5"" or [noncar_comp_num] = ""6"" or [noncar_comp_num] = ""7"" or [noncar_comp_num] = ""8"" or [noncar_comp_num] = ""9"" or [noncar_comp_num] = ""10""",Y,,,,,
noncar_comp_other3_dt,hospital_and_clinical_course,,text,Date,,mm/dd/yyyy,date_mdy,1/30/20,,,"[noncar_comp_num] = ""3"" or [noncar_comp_num] = ""4"" or [noncar_comp_num] = ""5"" or [noncar_comp_num] = ""6"" or [noncar_comp_num] = ""7"" or [noncar_comp_num] = ""8"" or [noncar_comp_num] = ""9"" or [noncar_comp_num] = ""10""",Y,,,,,
noncar_comp_code4,hospital_and_clinical_course,Finding/Event Code 4,dropdown,Non-cardiovascular event code,"A-0001, A-0001: Abdominal pain | A-0002, A-0002: Acne | A-0003, A-0003: Anaphylaxis | A-0004, A-0004: Anemia (Hct <30 mg/dl) | A-0005, A-0005: Anterior Uveitis (documented by ophthalmology exam) | A-0006, A-0006: Arthralgia | A-0007, A-0007: Arthritis, proximal interphalangeal (PIP) joints | A-0008, A-0008: Arthritis, distal interphalangeal (DIP) joints | A-0009, A-0009: Arthritis, ankles | A-0010, A-0010: Arthritis, elbows | A-0011, A-0011: Arthritis, hips | A-0012, A-0012: Arthritis, knees | A-0013, A-0013: Arthritis, shoulders | A-0014, A-0014: Arthritis, wrists | A-0015, A-0015: Aseptic meningitis (confirmed by Lumbar Puncture) | A-0016, A-0016: Beau's lines | A-0017, A-0017: Blurred vision | A-0018, A-0018: Bulbar conjunctivitis | A-0019, A-0019: Cervical lymphadenopathy (>1.5 cm) | A-0020, A-0020: Complication of IV line | A-0021, A-0021: Cough | A-0022, A-0022: Cyanosis | A-0023, A-0023: Death | A-0024, A-0024: Desquamation, genitourinary area | A-0025, A-0025: Desquamation, lips | A-0026, A-0026: Diabetes Insipidus | A-0027, A-0027: Diarrhea | A-0028, A-0028: Dyspnea | A-0029, A-0029: Dysuria | A-0030, A-0030: Elevated liver function tests (>2x normal) | A-0031, A-0031: Encephalitis | A-0032, A-0032: Erythema, palms | A-0033, A-0033: Erythema, soles | A-0034, A-0034: Eczema | A-0035, A-0035: Fluid retention/Edema | A-0036, A-0036: Flushing | A-0037, A-0037: Headache | A-0038, A-0038: Hearing loss | A-0039, A-0039: Hemolytic anemia | A-0040, A-0040: Hives | A-0041, A-0041: Hydrops of gall bladder (documented by ultrasound) | A-0042, A-0042: Hyperglycemia (glucose>150 mq/dl) | A-0043, A-0043: Increased appetite | A-0044, A-0044: Insomnia | A-0045, A-0045: Irritability | A-0046, A-0046: Mood changes | A-0047, A-0047: Nervousness | A-0048, A-0048: Pancreatitis | A-0049, A-0049: Periungual desquamation hands | A-0050, A-0050: Periungual desquamation feet | A-0051, A-0051: Pneumonia (documented on chest x-ray) | A-0052, A-0052: Pseudotumor cerebri | A-0053, A-0053: Psoriasis | A-0054, A-0054: Pustular psoriasis | A-0055, A-0055: Rash new onset | A-0056, A-0056: Rash hives | A-0057, A-0057: Rash eczema | A-0058, A-0058: Rash pustular-psoriasis | A-0059, A-0059: Renal failure (Creatinine >1.5 mg/dL) | A-0060, A-0060: Rhinorrhea | A-0061, A-0061: Rigors | A-0062, A-0062: Sepsis suspected (not confirmed} | A-0063, A-0063: Sepsis (confirmed by blood cultures) | A-0064, A-0064: Seizures | A-0065, A-0065: Small bowel obstruction | A-0066, A-0066: Sterile pyuria | A-0067, A-0067: Strawberry tongue | A-0068, A-0068: Strep throat (confirmed by throat culture) | A-0069, A-0069: Sudden increase in fever | A-0070, A-0070: Torticollis | A-0071, A-0071: Vomiting | A-0072, A-0072: Weakness | A-9999, A-9999: Other non-cardiac specify",See CTCAE-MedDRA Code List for more details,,,,,"[noncar_comp_num] = ""4"" or [noncar_comp_num] = ""5"" or [noncar_comp_num] = ""6"" or [noncar_comp_num] = ""7"" or [noncar_comp_num] = ""8"" or [noncar_comp_num] = ""9"" or [noncar_comp_num] = ""10""",Y,,,,,
noncar_comp_name4,hospital_and_clinical_course,,text,Specify Other,,,,,,,"[noncar_comp_code4] = ""A-9999""",Y,,,,,
noncar_comp_other4_d,hospital_and_clinical_course,,notes,Specify Findings/Event,,,,,,,"[noncar_comp_num] = ""4"" or [noncar_comp_num] = ""5"" or [noncar_comp_num] = ""6"" or [noncar_comp_num] = ""7"" or [noncar_comp_num] = ""8"" or [noncar_comp_num] = ""9"" or [noncar_comp_num] = ""10""",Y,,,,,
noncar_comp_other4_dt,hospital_and_clinical_course,,text,Date,,mm/dd/yyyy,date_mdy,1/30/20,,,"[noncar_comp_num] = ""4"" or [noncar_comp_num] = ""5"" or [noncar_comp_num] = ""6"" or [noncar_comp_num] = ""7"" or [noncar_comp_num] = ""8"" or [noncar_comp_num] = ""9"" or [noncar_comp_num] = ""10""",Y,,,,,
noncar_comp_code5,hospital_and_clinical_course,Finding/Event Code 5,dropdown,Non-cardiovascular event code,"A-0001, A-0001: Abdominal pain | A-0002, A-0002: Acne | A-0003, A-0003: Anaphylaxis | A-0004, A-0004: Anemia (Hct <30 mg/dl) | A-0005, A-0005: Anterior Uveitis (documented by ophthalmology exam) | A-0006, A-0006: Arthralgia | A-0007, A-0007: Arthritis, proximal interphalangeal (PIP) joints | A-0008, A-0008: Arthritis, distal interphalangeal (DIP) joints | A-0009, A-0009: Arthritis, ankles | A-0010, A-0010: Arthritis, elbows | A-0011, A-0011: Arthritis, hips | A-0012, A-0012: Arthritis, knees | A-0013, A-0013: Arthritis, shoulders | A-0014, A-0014: Arthritis, wrists | A-0015, A-0015: Aseptic meningitis (confirmed by Lumbar Puncture) | A-0016, A-0016: Beau's lines | A-0017, A-0017: Blurred vision | A-0018, A-0018: Bulbar conjunctivitis | A-0019, A-0019: Cervical lymphadenopathy (>1.5 cm) | A-0020, A-0020: Complication of IV line | A-0021, A-0021: Cough | A-0022, A-0022: Cyanosis | A-0023, A-0023: Death | A-0024, A-0024: Desquamation, genitourinary area | A-0025, A-0025: Desquamation, lips | A-0026, A-0026: Diabetes Insipidus | A-0027, A-0027: Diarrhea | A-0028, A-0028: Dyspnea | A-0029, A-0029: Dysuria | A-0030, A-0030: Elevated liver function tests (>2x normal) | A-0031, A-0031: Encephalitis | A-0032, A-0032: Erythema, palms | A-0033, A-0033: Erythema, soles | A-0034, A-0034: Eczema | A-0035, A-0035: Fluid retention/Edema | A-0036, A-0036: Flushing | A-0037, A-0037: Headache | A-0038, A-0038: Hearing loss | A-0039, A-0039: Hemolytic anemia | A-0040, A-0040: Hives | A-0041, A-0041: Hydrops of gall bladder (documented by ultrasound) | A-0042, A-0042: Hyperglycemia (glucose>150 mq/dl) | A-0043, A-0043: Increased appetite | A-0044, A-0044: Insomnia | A-0045, A-0045: Irritability | A-0046, A-0046: Mood changes | A-0047, A-0047: Nervousness | A-0048, A-0048: Pancreatitis | A-0049, A-0049: Periungual desquamation hands | A-0050, A-0050: Periungual desquamation feet | A-0051, A-0051: Pneumonia (documented on chest x-ray) | A-0052, A-0052: Pseudotumor cerebri | A-0053, A-0053: Psoriasis | A-0054, A-0054: Pustular psoriasis | A-0055, A-0055: Rash new onset | A-0056, A-0056: Rash hives | A-0057, A-0057: Rash eczema | A-0058, A-0058: Rash pustular-psoriasis | A-0059, A-0059: Renal failure (Creatinine >1.5 mg/dL) | A-0060, A-0060: Rhinorrhea | A-0061, A-0061: Rigors | A-0062, A-0062: Sepsis suspected (not confirmed} | A-0063, A-0063: Sepsis (confirmed by blood cultures) | A-0064, A-0064: Seizures | A-0065, A-0065: Small bowel obstruction | A-0066, A-0066: Sterile pyuria | A-0067, A-0067: Strawberry tongue | A-0068, A-0068: Strep throat (confirmed by throat culture) | A-0069, A-0069: Sudden increase in fever | A-0070, A-0070: Torticollis | A-0071, A-0071: Vomiting | A-0072, A-0072: Weakness | A-9999, A-9999: Other non-cardiac specify",See CTCAE-MedDRA Code List for more details,,,,,"[noncar_comp_num] = ""5"" or [noncar_comp_num] = ""6"" or [noncar_comp_num] = ""7"" or [noncar_comp_num] = ""8"" or [noncar_comp_num] = ""9"" or [noncar_comp_num] = ""10""",Y,,,,,
noncar_comp_name5,hospital_and_clinical_course,,text,Specify Other,,,,,,,"[noncar_comp_code5] = ""A-9999""",Y,,,,,
noncar_comp_other5_d,hospital_and_clinical_course,,notes,Specify Findings/Event,,,,,,,"[noncar_comp_num] = ""5"" or [noncar_comp_num] = ""6"" or [noncar_comp_num] = ""7"" or [noncar_comp_num] = ""8"" or [noncar_comp_num] = ""9"" or [noncar_comp_num] = ""10""",Y,,,,,
noncar_comp_other5_dt,hospital_and_clinical_course,,text,Date,,mm/dd/yyyy,date_mdy,1/30/20,,,"[noncar_comp_num] = ""5"" or [noncar_comp_num] = ""6"" or [noncar_comp_num] = ""7"" or [noncar_comp_num] = ""8"" or [noncar_comp_num] = ""9"" or [noncar_comp_num] = ""10""",Y,,,,,
noncar_comp_code6,hospital_and_clinical_course,Finding/Event Code 6,dropdown,Non-cardiovascular event code,"A-0001, A-0001: Abdominal pain | A-0002, A-0002: Acne | A-0003, A-0003: Anaphylaxis | A-0004, A-0004: Anemia (Hct <30 mg/dl) | A-0005, A-0005: Anterior Uveitis (documented by ophthalmology exam) | A-0006, A-0006: Arthralgia | A-0007, A-0007: Arthritis, proximal interphalangeal (PIP) joints | A-0008, A-0008: Arthritis, distal interphalangeal (DIP) joints | A-0009, A-0009: Arthritis, ankles | A-0010, A-0010: Arthritis, elbows | A-0011, A-0011: Arthritis, hips | A-0012, A-0012: Arthritis, knees | A-0013, A-0013: Arthritis, shoulders | A-0014, A-0014: Arthritis, wrists | A-0015, A-0015: Aseptic meningitis (confirmed by Lumbar Puncture) | A-0016, A-0016: Beau's lines | A-0017, A-0017: Blurred vision | A-0018, A-0018: Bulbar conjunctivitis | A-0019, A-0019: Cervical lymphadenopathy (>1.5 cm) | A-0020, A-0020: Complication of IV line | A-0021, A-0021: Cough | A-0022, A-0022: Cyanosis | A-0023, A-0023: Death | A-0024, A-0024: Desquamation, genitourinary area | A-0025, A-0025: Desquamation, lips | A-0026, A-0026: Diabetes Insipidus | A-0027, A-0027: Diarrhea | A-0028, A-0028: Dyspnea | A-0029, A-0029: Dysuria | A-0030, A-0030: Elevated liver function tests (>2x normal) | A-0031, A-0031: Encephalitis | A-0032, A-0032: Erythema, palms | A-0033, A-0033: Erythema, soles | A-0034, A-0034: Eczema | A-0035, A-0035: Fluid retention/Edema | A-0036, A-0036: Flushing | A-0037, A-0037: Headache | A-0038, A-0038: Hearing loss | A-0039, A-0039: Hemolytic anemia | A-0040, A-0040: Hives | A-0041, A-0041: Hydrops of gall bladder (documented by ultrasound) | A-0042, A-0042: Hyperglycemia (glucose>150 mq/dl) | A-0043, A-0043: Increased appetite | A-0044, A-0044: Insomnia | A-0045, A-0045: Irritability | A-0046, A-0046: Mood changes | A-0047, A-0047: Nervousness | A-0048, A-0048: Pancreatitis | A-0049, A-0049: Periungual desquamation hands | A-0050, A-0050: Periungual desquamation feet | A-0051, A-0051: Pneumonia (documented on chest x-ray) | A-0052, A-0052: Pseudotumor cerebri | A-0053, A-0053: Psoriasis | A-0054, A-0054: Pustular psoriasis | A-0055, A-0055: Rash new onset | A-0056, A-0056: Rash hives | A-0057, A-0057: Rash eczema | A-0058, A-0058: Rash pustular-psoriasis | A-0059, A-0059: Renal failure (Creatinine >1.5 mg/dL) | A-0060, A-0060: Rhinorrhea | A-0061, A-0061: Rigors | A-0062, A-0062: Sepsis suspected (not confirmed} | A-0063, A-0063: Sepsis (confirmed by blood cultures) | A-0064, A-0064: Seizures | A-0065, A-0065: Small bowel obstruction | A-0066, A-0066: Sterile pyuria | A-0067, A-0067: Strawberry tongue | A-0068, A-0068: Strep throat (confirmed by throat culture) | A-0069, A-0069: Sudden increase in fever | A-0070, A-0070: Torticollis | A-0071, A-0071: Vomiting | A-0072, A-0072: Weakness | A-9999, A-9999: Other non-cardiac specify",See CTCAE-MedDRA Code List for more details,,,,,"[noncar_comp_num] = ""6"" or [noncar_comp_num] = ""7"" or [noncar_comp_num] = ""8"" or [noncar_comp_num] = ""9"" or [noncar_comp_num] = ""10""",Y,,,,,
noncar_comp_name6,hospital_and_clinical_course,,text,Specify Other,,,,,,,"[noncar_comp_code6] = ""A-9999""",Y,,,,,
noncar_comp_other6_d,hospital_and_clinical_course,,notes,Specify Findings/Event,,,,,,,"[noncar_comp_num] = ""6"" or [noncar_comp_num] = ""7"" or [noncar_comp_num] = ""8"" or [noncar_comp_num] = ""9"" or [noncar_comp_num] = ""10""",Y,,,,,
noncar_comp_other6_dt,hospital_and_clinical_course,,text,Date,,mm/dd/yyyy,date_mdy,1/30/20,,,"[noncar_comp_num] = ""6"" or [noncar_comp_num] = ""7"" or [noncar_comp_num] = ""8"" or [noncar_comp_num] = ""9"" or [noncar_comp_num] = ""10""",Y,,,,,
noncar_comp_code7,hospital_and_clinical_course,Finding/Event Code 7,dropdown,Non-cardiovascular event code,"A-0001, A-0001: Abdominal pain | A-0002, A-0002: Acne | A-0003, A-0003: Anaphylaxis | A-0004, A-0004: Anemia (Hct <30 mg/dl) | A-0005, A-0005: Anterior Uveitis (documented by ophthalmology exam) | A-0006, A-0006: Arthralgia | A-0007, A-0007: Arthritis, proximal interphalangeal (PIP) joints | A-0008, A-0008: Arthritis, distal interphalangeal (DIP) joints | A-0009, A-0009: Arthritis, ankles | A-0010, A-0010: Arthritis, elbows | A-0011, A-0011: Arthritis, hips | A-0012, A-0012: Arthritis, knees | A-0013, A-0013: Arthritis, shoulders | A-0014, A-0014: Arthritis, wrists | A-0015, A-0015: Aseptic meningitis (confirmed by Lumbar Puncture) | A-0016, A-0016: Beau's lines | A-0017, A-0017: Blurred vision | A-0018, A-0018: Bulbar conjunctivitis | A-0019, A-0019: Cervical lymphadenopathy (>1.5 cm) | A-0020, A-0020: Complication of IV line | A-0021, A-0021: Cough | A-0022, A-0022: Cyanosis | A-0023, A-0023: Death | A-0024, A-0024: Desquamation, genitourinary area | A-0025, A-0025: Desquamation, lips | A-0026, A-0026: Diabetes Insipidus | A-0027, A-0027: Diarrhea | A-0028, A-0028: Dyspnea | A-0029, A-0029: Dysuria | A-0030, A-0030: Elevated liver function tests (>2x normal) | A-0031, A-0031: Encephalitis | A-0032, A-0032: Erythema, palms | A-0033, A-0033: Erythema, soles | A-0034, A-0034: Eczema | A-0035, A-0035: Fluid retention/Edema | A-0036, A-0036: Flushing | A-0037, A-0037: Headache | A-0038, A-0038: Hearing loss | A-0039, A-0039: Hemolytic anemia | A-0040, A-0040: Hives | A-0041, A-0041: Hydrops of gall bladder (documented by ultrasound) | A-0042, A-0042: Hyperglycemia (glucose>150 mq/dl) | A-0043, A-0043: Increased appetite | A-0044, A-0044: Insomnia | A-0045, A-0045: Irritability | A-0046, A-0046: Mood changes | A-0047, A-0047: Nervousness | A-0048, A-0048: Pancreatitis | A-0049, A-0049: Periungual desquamation hands | A-0050, A-0050: Periungual desquamation feet | A-0051, A-0051: Pneumonia (documented on chest x-ray) | A-0052, A-0052: Pseudotumor cerebri | A-0053, A-0053: Psoriasis | A-0054, A-0054: Pustular psoriasis | A-0055, A-0055: Rash new onset | A-0056, A-0056: Rash hives | A-0057, A-0057: Rash eczema | A-0058, A-0058: Rash pustular-psoriasis | A-0059, A-0059: Renal failure (Creatinine >1.5 mg/dL) | A-0060, A-0060: Rhinorrhea | A-0061, A-0061: Rigors | A-0062, A-0062: Sepsis suspected (not confirmed} | A-0063, A-0063: Sepsis (confirmed by blood cultures) | A-0064, A-0064: Seizures | A-0065, A-0065: Small bowel obstruction | A-0066, A-0066: Sterile pyuria | A-0067, A-0067: Strawberry tongue | A-0068, A-0068: Strep throat (confirmed by throat culture) | A-0069, A-0069: Sudden increase in fever | A-0070, A-0070: Torticollis | A-0071, A-0071: Vomiting | A-0072, A-0072: Weakness | A-9999, A-9999: Other non-cardiac specify",See CTCAE-MedDRA Code List for more details,,,,,"[noncar_comp_num] = ""7"" or [noncar_comp_num] = ""8"" or [noncar_comp_num] = ""9"" or [noncar_comp_num] = ""10""",Y,,,,,
noncar_comp_name7,hospital_and_clinical_course,,text,Specify Other,,,,,,,"[noncar_comp_code7] = ""A-9999""",Y,,,,,
noncar_comp_other7_d,hospital_and_clinical_course,,notes,Specify Findings/Event,,,,,,,"[noncar_comp_num] = ""7"" or [noncar_comp_num] = ""8"" or [noncar_comp_num] = ""9"" or [noncar_comp_num] = ""10""",Y,,,,,
noncar_comp_other7_dt,hospital_and_clinical_course,,text,Date,,mm/dd/yyyy,date_mdy,1/30/20,,,"[noncar_comp_num] = ""7"" or [noncar_comp_num] = ""8"" or [noncar_comp_num] = ""9"" or [noncar_comp_num] = ""10""",Y,,,,,
noncar_comp_code8,hospital_and_clinical_course,Finding/Event Code 8,dropdown,Non-cardiovascular event code,"A-0001, A-0001: Abdominal pain | A-0002, A-0002: Acne | A-0003, A-0003: Anaphylaxis | A-0004, A-0004: Anemia (Hct <30 mg/dl) | A-0005, A-0005: Anterior Uveitis (documented by ophthalmology exam) | A-0006, A-0006: Arthralgia | A-0007, A-0007: Arthritis, proximal interphalangeal (PIP) joints | A-0008, A-0008: Arthritis, distal interphalangeal (DIP) joints | A-0009, A-0009: Arthritis, ankles | A-0010, A-0010: Arthritis, elbows | A-0011, A-0011: Arthritis, hips | A-0012, A-0012: Arthritis, knees | A-0013, A-0013: Arthritis, shoulders | A-0014, A-0014: Arthritis, wrists | A-0015, A-0015: Aseptic meningitis (confirmed by Lumbar Puncture) | A-0016, A-0016: Beau's lines | A-0017, A-0017: Blurred vision | A-0018, A-0018: Bulbar conjunctivitis | A-0019, A-0019: Cervical lymphadenopathy (>1.5 cm) | A-0020, A-0020: Complication of IV line | A-0021, A-0021: Cough | A-0022, A-0022: Cyanosis | A-0023, A-0023: Death | A-0024, A-0024: Desquamation, genitourinary area | A-0025, A-0025: Desquamation, lips | A-0026, A-0026: Diabetes Insipidus | A-0027, A-0027: Diarrhea | A-0028, A-0028: Dyspnea | A-0029, A-0029: Dysuria | A-0030, A-0030: Elevated liver function tests (>2x normal) | A-0031, A-0031: Encephalitis | A-0032, A-0032: Erythema, palms | A-0033, A-0033: Erythema, soles | A-0034, A-0034: Eczema | A-0035, A-0035: Fluid retention/Edema | A-0036, A-0036: Flushing | A-0037, A-0037: Headache | A-0038, A-0038: Hearing loss | A-0039, A-0039: Hemolytic anemia | A-0040, A-0040: Hives | A-0041, A-0041: Hydrops of gall bladder (documented by ultrasound) | A-0042, A-0042: Hyperglycemia (glucose>150 mq/dl) | A-0043, A-0043: Increased appetite | A-0044, A-0044: Insomnia | A-0045, A-0045: Irritability | A-0046, A-0046: Mood changes | A-0047, A-0047: Nervousness | A-0048, A-0048: Pancreatitis | A-0049, A-0049: Periungual desquamation hands | A-0050, A-0050: Periungual desquamation feet | A-0051, A-0051: Pneumonia (documented on chest x-ray) | A-0052, A-0052: Pseudotumor cerebri | A-0053, A-0053: Psoriasis | A-0054, A-0054: Pustular psoriasis | A-0055, A-0055: Rash new onset | A-0056, A-0056: Rash hives | A-0057, A-0057: Rash eczema | A-0058, A-0058: Rash pustular-psoriasis | A-0059, A-0059: Renal failure (Creatinine >1.5 mg/dL) | A-0060, A-0060: Rhinorrhea | A-0061, A-0061: Rigors | A-0062, A-0062: Sepsis suspected (not confirmed} | A-0063, A-0063: Sepsis (confirmed by blood cultures) | A-0064, A-0064: Seizures | A-0065, A-0065: Small bowel obstruction | A-0066, A-0066: Sterile pyuria | A-0067, A-0067: Strawberry tongue | A-0068, A-0068: Strep throat (confirmed by throat culture) | A-0069, A-0069: Sudden increase in fever | A-0070, A-0070: Torticollis | A-0071, A-0071: Vomiting | A-0072, A-0072: Weakness | A-9999, A-9999: Other non-cardiac specify",See CTCAE-MedDRA Code List for more details,,,,,"[noncar_comp_num] = ""8"" or [noncar_comp_num] = ""9"" or [noncar_comp_num] = ""10""",Y,,,,,
noncar_comp_name8,hospital_and_clinical_course,,text,Specify Other,,,,,,,"[noncar_comp_code8] = ""A-9999""",Y,,,,,
noncar_comp_other8_d,hospital_and_clinical_course,,notes,Specify Findings/Event,,,,,,,"[noncar_comp_num] = ""8"" or [noncar_comp_num] = ""9"" or [noncar_comp_num] = ""10""",Y,,,,,
noncar_comp_other8_dt,hospital_and_clinical_course,,text,Date,,mm/dd/yyyy,date_mdy,1/30/20,,,"[noncar_comp_num] = ""8"" or [noncar_comp_num] = ""9"" or [noncar_comp_num] = ""10""",Y,,,,,
